full_name,entity_name,rustmath_location,implementation_type,reasoning
sage.modular.modform_hecketriangle.abstract_ring.FormsRing_abstract,FormsRing_abstract,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.abstract_space,abstract_space,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.abstract_space.FormsSpace_abstract,FormsSpace_abstract,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.analytic_type,analytic_type,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.analytic_type.AnalyticType,AnalyticType,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.analytic_type.AnalyticTypeElement,AnalyticTypeElement,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.constructor,constructor,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.constructor.FormsRing,FormsRing,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.constructor.FormsSpace,FormsSpace,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.constructor.rational_type,rational_type,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.element,element,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.element.FormsElement,FormsElement,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.functors,functors,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.functors.BaseFacade,BaseFacade,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.functors.ConstantFormsSpaceFunctor,ConstantFormsSpaceFunctor,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.functors.FormsRingFunctor,FormsRingFunctor,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.functors.FormsSpaceFunctor,FormsSpaceFunctor,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.functors.FormsSubSpaceFunctor,FormsSubSpaceFunctor,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.functors.rank,rank,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring,graded_ring,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring.CuspFormsRing,CuspFormsRing,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring.MeromorphicModularFormsRing,MeromorphicModularFormsRing,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring.ModularFormsRing,ModularFormsRing,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring.QuasiCuspFormsRing,QuasiCuspFormsRing,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring.QuasiMeromorphicModularFormsRing,QuasiMeromorphicModularFormsRing,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring.QuasiModularFormsRing,QuasiModularFormsRing,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring.QuasiWeakModularFormsRing,QuasiWeakModularFormsRing,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring.WeakModularFormsRing,WeakModularFormsRing,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring.canonical_parameters,canonical_parameters,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring_element,graded_ring_element,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.graded_ring_element.FormsRingElement,FormsRingElement,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.hecke_triangle_group_element,hecke_triangle_group_element,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.hecke_triangle_group_element.HeckeTriangleGroupElement,HeckeTriangleGroupElement,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.hecke_triangle_group_element.coerce_AA,coerce_AA,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.hecke_triangle_group_element.cyclic_representative,cyclic_representative,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.hecke_triangle_groups,hecke_triangle_groups,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.hecke_triangle_groups.HeckeTriangleGroup,HeckeTriangleGroup,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.readme,readme,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.series_constructor,series_constructor,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.series_constructor.MFSeriesConstructor,MFSeriesConstructor,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.space,space,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.space.CuspForms,CuspForms,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.space.MeromorphicModularForms,MeromorphicModularForms,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.space.ModularForms,ModularForms,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.space.QuasiCuspForms,QuasiCuspForms,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.space.QuasiMeromorphicModularForms,QuasiMeromorphicModularForms,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.space.QuasiModularForms,QuasiModularForms,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.space.QuasiWeakModularForms,QuasiWeakModularForms,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.space.WeakModularForms,WeakModularForms,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.space.ZeroForm,ZeroForm,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.space.canonical_parameters,canonical_parameters,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.subspace,subspace,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modform_hecketriangle.subspace.ModularFormsSubSpace,ModularFormsSubSpace,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.subspace.SubSpaceForms,SubSpaceForms,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modform_hecketriangle.subspace.canonical_parameters,canonical_parameters,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.ambient,ambient,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.ambient.ModularSymbolsAmbient,ModularSymbolsAmbient,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.ambient.ModularSymbolsAmbient_wt2_g0,ModularSymbolsAmbient_wt2_g0,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.ambient.ModularSymbolsAmbient_wtk_eps,ModularSymbolsAmbient_wtk_eps,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.ambient.ModularSymbolsAmbient_wtk_g0,ModularSymbolsAmbient_wtk_g0,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.ambient.ModularSymbolsAmbient_wtk_g1,ModularSymbolsAmbient_wtk_g1,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.ambient.ModularSymbolsAmbient_wtk_gamma_h,ModularSymbolsAmbient_wtk_gamma_h,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.apply,apply,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.apply.Apply,Apply,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.apply.apply_to_monomial,apply_to_monomial,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.boundary,boundary,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.boundary.BoundarySpace,BoundarySpace,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.boundary.BoundarySpaceElement,BoundarySpaceElement,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.boundary.BoundarySpace_wtk_eps,BoundarySpace_wtk_eps,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.boundary.BoundarySpace_wtk_g0,BoundarySpace_wtk_g0,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.boundary.BoundarySpace_wtk_g1,BoundarySpace_wtk_g1,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.boundary.BoundarySpace_wtk_gamma_h,BoundarySpace_wtk_gamma_h,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.element,element,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.element.ModularSymbolsElement,ModularSymbolsElement,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.element.is_ModularSymbolsElement,is_ModularSymbolsElement,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.element.set_modsym_print_mode,set_modsym_print_mode,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.g1list,g1list,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.g1list.G1list,G1list,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.ghlist,ghlist,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.ghlist.GHlist,GHlist,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.hecke_operator,hecke_operator,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.hecke_operator.HeckeOperator,HeckeOperator,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.heilbronn,heilbronn,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.heilbronn.Heilbronn,Heilbronn,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.heilbronn.HeilbronnCremona,HeilbronnCremona,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.heilbronn.HeilbronnMerel,HeilbronnMerel,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.heilbronn.hecke_images_gamma0_weight2,hecke_images_gamma0_weight2,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.heilbronn.hecke_images_gamma0_weight_k,hecke_images_gamma0_weight_k,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.heilbronn.hecke_images_nonquad_character_weight2,hecke_images_nonquad_character_weight2,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.heilbronn.hecke_images_quad_character_weight2,hecke_images_quad_character_weight2,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.heilbronn.n,n,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.heilbronn.p,p,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.manin_symbol,manin_symbol,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.manin_symbol.ManinSymbol,ManinSymbol,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.manin_symbol.i,i,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.manin_symbol.is_ManinSymbol,is_ManinSymbol,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.manin_symbol.u,u,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.manin_symbol.v,v,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.manin_symbol_list,manin_symbol_list,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.manin_symbol_list.ManinSymbolList,ManinSymbolList,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.manin_symbol_list.ManinSymbolList_character,ManinSymbolList_character,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.manin_symbol_list.ManinSymbolList_gamma0,ManinSymbolList_gamma0,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.manin_symbol_list.ManinSymbolList_gamma1,ManinSymbolList_gamma1,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.manin_symbol_list.ManinSymbolList_gamma_h,ManinSymbolList_gamma_h,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.manin_symbol_list.ManinSymbolList_group,ManinSymbolList_group,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.modsym,modsym,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.modsym.ModularSymbols,ModularSymbols,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.modsym.ModularSymbols_clear_cache,ModularSymbols_clear_cache,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.modsym.canonical_parameters,canonical_parameters,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.modular_symbols,modular_symbols,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.modular_symbols.ModularSymbol,ModularSymbol,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list,p1list,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.p1list.P1List,P1List,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list.export,export,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list.lift_to_sl2z,lift_to_sl2z,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list.lift_to_sl2z_int,lift_to_sl2z_int,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list.lift_to_sl2z_llong,lift_to_sl2z_llong,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list.p1_normalize,p1_normalize,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list.p1_normalize_int,p1_normalize_int,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list.p1_normalize_llong,p1_normalize_llong,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list.p1list,p1list,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list.p1list_int,p1list_int,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list.p1list_llong,p1list_llong,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list_nf,p1list_nf,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.p1list_nf.MSymbol,MSymbol,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list_nf.P1NFList,P1NFList,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list_nf.P1NFList_clear_level_cache,P1NFList_clear_level_cache,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list_nf.c,c,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list_nf.d,d,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list_nf.lift_to_sl2_Ok,lift_to_sl2_Ok,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list_nf.make_coprime,make_coprime,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list_nf.p1NFlist,p1NFlist,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.p1list_nf.psi,psi,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.relation_matrix,relation_matrix,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.relation_matrix.T_relation_matrix_wtk_g0,T_relation_matrix_wtk_g0,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.relation_matrix.compute_presentation,compute_presentation,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.relation_matrix.gens_to_basis_matrix,gens_to_basis_matrix,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.relation_matrix.modI_relations,modI_relations,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.relation_matrix.modS_relations,modS_relations,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.relation_matrix.relation_matrix_wtk_g0,relation_matrix_wtk_g0,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.relation_matrix.sparse_2term_quotient,sparse_2term_quotient,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.relation_matrix_pyx,relation_matrix_pyx,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.relation_matrix_pyx.sparse_2term_quotient_only_pm1,sparse_2term_quotient_only_pm1,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.space,space,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.space.IntegralPeriodMapping,IntegralPeriodMapping,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.space.ModularSymbolsSpace,ModularSymbolsSpace,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.space.PeriodMapping,PeriodMapping,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.space.RationalPeriodMapping,RationalPeriodMapping,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.space.is_ModularSymbolsSpace,is_ModularSymbolsSpace,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.modsym.subspace,subspace,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.modsym.subspace.ModularSymbolsSubspace,ModularSymbolsSubspace,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta,multiple_zeta,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.multiple_zeta.All_iterated,All_iterated,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.D_on_compo,D_on_compo,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.Element,Element,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.Multizeta,Multizeta,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.MultizetaValues,MultizetaValues,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.Multizetas,Multizetas,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.Multizetas_iterated,Multizetas_iterated,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.coeff_phi,coeff_phi,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.composition_to_iterated,composition_to_iterated,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.compute_u_on_basis,compute_u_on_basis,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.compute_u_on_compo,compute_u_on_compo,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.coproduct_iterator,coproduct_iterator,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.dual_composition,dual_composition,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.extend_multiplicative_basis,extend_multiplicative_basis,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.iterated_to_composition,iterated_to_composition,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.minimize_term,minimize_term,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.phi_on_basis,phi_on_basis,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.phi_on_multiplicative_basis,phi_on_multiplicative_basis,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.rho_inverse,rho_inverse,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.multiple_zeta.rho_matrix_inverse,rho_matrix_inverse,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.genus0,genus0,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.overconvergent.genus0.OverconvergentModularFormElement,OverconvergentModularFormElement,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.genus0.OverconvergentModularForms,OverconvergentModularForms,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.genus0.OverconvergentModularFormsSpace,OverconvergentModularFormsSpace,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series,hecke_series,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.overconvergent.hecke_series.complementary_spaces,complementary_spaces,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.complementary_spaces_modp,complementary_spaces_modp,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.compute_G,compute_G,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.compute_Wi,compute_Wi,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.compute_elldash,compute_elldash,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.ech_form,ech_form,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.hecke_series,hecke_series,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.hecke_series_degree_bound,hecke_series_degree_bound,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.higher_level_UpGj,higher_level_UpGj,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.higher_level_katz_exp,higher_level_katz_exp,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.is_valid_weight_list,is_valid_weight_list,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.katz_expansions,katz_expansions,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.level1_UpGj,level1_UpGj,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.low_weight_bases,low_weight_bases,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.low_weight_generators,low_weight_generators,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.random_low_weight_bases,random_low_weight_bases,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.random_new_basis_modp,random_new_basis_modp,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.hecke_series.random_solution,random_solution,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.weightspace,weightspace,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.overconvergent.weightspace.AlgebraicWeight,AlgebraicWeight,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.weightspace.ArbitraryWeight,ArbitraryWeight,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.weightspace.WeightCharacter,WeightCharacter,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.weightspace.WeightSpace_class,WeightSpace_class,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.overconvergent.weightspace.WeightSpace_constructor,WeightSpace_constructor,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.distributions,distributions,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.pollack_stevens.distributions.OverconvergentDistributions_abstract,OverconvergentDistributions_abstract,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.distributions.OverconvergentDistributions_class,OverconvergentDistributions_class,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.distributions.OverconvergentDistributions_factory,OverconvergentDistributions_factory,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.distributions.Symk_class,Symk_class,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.distributions.Symk_factory,Symk_factory,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.fund_domain,fund_domain,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.pollack_stevens.fund_domain.M2Z,M2Z,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.fund_domain.ManinRelations,ManinRelations,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.fund_domain.PollackStevensModularDomain,PollackStevensModularDomain,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.fund_domain.basic_hecke_matrix,basic_hecke_matrix,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.manin_map,manin_map,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.pollack_stevens.manin_map.ManinMap,ManinMap,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.manin_map.unimod_matrices_from_infty,unimod_matrices_from_infty,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.manin_map.unimod_matrices_to_infty,unimod_matrices_to_infty,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.modsym,modsym,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.pollack_stevens.modsym.PSModSymAction,PSModSymAction,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.modsym.PSModularSymbolElement,PSModularSymbolElement,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.modsym.PSModularSymbolElement_dist,PSModularSymbolElement_dist,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.modsym.PSModularSymbolElement_symk,PSModularSymbolElement_symk,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.padic_lseries,padic_lseries,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.pollack_stevens.padic_lseries.log_gamma_binomial,log_gamma_binomial,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.padic_lseries.pAdicLseries,pAdicLseries,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.space,space,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.pollack_stevens.space.PollackStevensModularSymbols_factory,PollackStevensModularSymbols_factory,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.space.PollackStevensModularSymbolspace,PollackStevensModularSymbolspace,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.space.cusps_from_mat,cusps_from_mat,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.space.ps_modsym_from_elliptic_curve,ps_modsym_from_elliptic_curve,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.pollack_stevens.space.ps_modsym_from_simple_modsym_space,ps_modsym_from_simple_modsym_space,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quasimodform.element,element,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.quasimodform.element.QuasiModularFormsElement,QuasiModularFormsElement,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quasimodform.ring,ring,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.quasimodform.ring.QuasiModularForms,QuasiModularForms,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quatalg.brandt,brandt,rustmath-modular,FULL,Module structure in rustmath-modular
